title,description,directions
TITLE:  LAKE BREEZE,"DESCRIPTION: While the kids are gathering wood for the campfire, sneak
a few of these.

4 ounces cranberry juice
2 ounces pineapple juice
1 teaspoon coconut liqueur
Lemon-lime soda","DIRECTIONS:  Fill cocktail shaker with ice.
 Add juices, liqueur, and soda.
 Shake.
 Strain into a collins glass with ice.
 Fill with soda."
TITLE:  FANCY FIX,"DESCRIPTION: The much-needed dose for those who like it posh.

Juice of 1/2 lemon or lime
1 teaspoon powdered sugar
1 teaspoon water
2 1/2 ounces champagne","DIRECTIONS:  Squeeze juice of lemon or lime into a collins glass.
 Add sugar and water.
 Stir.
 Fill glass with shaved ice.
 Add champagne.
 Stir well.
 Garnish with a slice of lemon and a straw.

 PIMM’S CUP

London Lucys love this classic British upper class libation.
Perfect for a day at Wimbledon, Ascot, or the Henley Royal
Regatta.

2 parts lemonade or ginger beer (Bartender’s choice)
1 part Pimms No.1
Slice of vodka-soaked orange; cucumber; lemon; 

apple; a strawberry

 Pour lemonade into a highball glass with ice. (Use

a pitcher if making more than one drink.)

 Add Pimm’s Cup No. 
 Drop in vodka soaked fruit.
 Garnish with a mint sprig."
TITLE:  PISCO SOUR,"DESCRIPTION: A Chilean favorite that always tastes better in Santiago.
But works fine in Santa Fe.

1 1/2 ounces pisco brandy
1/2 ounce lemon juice
1 teaspoon sugar
1/2 egg white
Dash of Angostura bitters","DIRECTIONS:  Fill cocktail shaker with ice.
 Add pisco brandy, lemon juice, sugar, egg white,

and bitters.

 Shake.
 Strain into a cocktail glass."
TITLE:  MANGO BATIDA,"DESCRIPTION: A South  American  cooler  that  refreshes  the  weariest
globetrotter.

1 ounce orange juice
2 1/4 ounces mango juice
1 1/2 ounces cachaca ","DIRECTIONS:  Pour juices and cachaca into a cocktail shaker.
 Shake.
 Pour into highball glass with crushed ice.
 Stir."
TITLE:  BLUE FIX,"DESCRIPTION: The absolute antidote for the funks. Kiss those blues good-
bye.

Juice of 1/2 lemon or lime
1 teaspoon powdered sugar
1 teaspoon water
2 1/2 ounces blue curacao","DIRECTIONS:  Squeeze juice of lemon or lime into a collins glass.
 Add sugar and water.
 Stir.
 Fill glass with shaved ice.
 Add blue curacao.
 Stir well.
 Garnish with a slice of lemon and a straw."
TITLE:  HAPPILY EVER AFTER,"DESCRIPTION: The wedding party essential for the toast that guests will
remember forever after.

1 ounce peach schnapps
1 ounce cranberry juice
1 ounce ginger ale","DIRECTIONS:  Pour peach schnapps, cranberry juice, and ginger

ale into old-fashioned glass with ice.

 Stir."
TITLE:  ALOHA BUBBLY,"DESCRIPTION: Fun  Fact:  Aloha  means  love, luck, and  happiness. Say
Aloha  Nui  to  those  you  really  love. That  means  lots  of
aloha.

2 ounces pineapple juice
1/2 teaspoon powdered sugar
2 ounces club soda
2 ounces dry white wine
Club soda","DIRECTIONS:  Pour the pineapple juice, powdered sugar, and

club soda in a collins glass.

 Stir.
 Fill with crushed ice.
 Add white wine.
 Fill with club soda.
 Stir.
 Garnish with an orange or lemon peel spiral."
TITLE:  HOT SPRINGS COCKTAIL,"DESCRIPTION: Hot Springs, Arkansas. Home to thermal springs, gangster
lore, and plenty of gambling. Oh, and Bill Clinton lived here
once. No word on whether he inhaled these.

1 1/2 ounces white wine
1 tablespoon pineapple juice
1/2 teaspoon maraschino liqueur
Dash of orange bitters","DIRECTIONS:  Fill cocktail shaker with ice.
 Add white wine, pineapple juice, maraschino

liqueur, and bitters.

 Shake.
 Strain into a cocktail glass."
TITLE:  CREAMY DRIVER,"DESCRIPTION: Go, speed racer, go. This one’s waiting for you in the win-
ner’s circle.

1 1/2 ounces vodka
1 egg yolk
4 ounces orange juice
1/2 teaspoon sugar","DIRECTIONS:  Fill cocktail shaker with ice.
 Add vodka, egg yolk, orange juice, and sugar.
 Shake.
 Strain into a highball glass."
TITLE:  BUNNY MOTHER,"DESCRIPTION: Multiplying rabbits? Now we know what they’re drinking.

1 1/2 ounces vodka
1 ounce orange juice
1 ounce lemon juice
1 teaspoon sugar
1/4 ounce grenadine
1/4 ounce Cointreau","DIRECTIONS:  Fill cocktail shaker with ice.
 Add vodka, juices, sugar, grenadine, and Cointreau.
 Shake.
 Strain into a highball glass.
 Fill with crushed ice.
 Garnish with an orange slice and a cherry."
TITLE:  NECTARINE COOLER,"DESCRIPTION: Surely  this  nectarine  was served  on  Mount  Olympus  to
create a buzz at dawn.

2 ounces vodka
3 ounces orange juice
1 teaspoon sugar
Several pieces peeled ripe nectarine
Lemon-lime soda","DIRECTIONS:  Fill cocktail shaker with ice.
 Add vodka, orange juice, sugar, and nectarine.
 Shake.
 Strain into a highball glass with ice.
 Fill with lemon-lime soda.
 Garnish with nectarine slice."
TITLE:  DUKE,"DESCRIPTION: A drink equally at home in the palace or in your personal
fiefdom.

1 egg
1/2 ounce triple sec
1/4 ounce orange juice
1/2 ounce lemon juice
1/4 ounce maraschino liqueur
Champagne","DIRECTIONS:  Fill cocktail shaker with ice.
 Add egg, triple sec, juices, and maraschino liqueur.
 Shake.
 Strain into a delmonico glass.
 Fill with champagne."
TITLE:  GRAVEL GERTIE,"DESCRIPTION: Ridden hard, hung up wet. Need we say more about our
old friend Gertie? We like her. A lot.

1 ounce vodka
1 ounce tomato juice
1 ounce clam juice
Dash of Tabasco sauce ","DIRECTIONS:  Build vodka, juices, and Tabasco sauce into an old-fashioned glass with ice.

 Stir."
TITLE:  MAD BULL,"DESCRIPTION: Early  mornings  have  you  seeing  red?  Charge  after  this
one, Toro.

1 1/2 ounces aquavit
3/4 ounce lime juice 
2 ounces tomato juice
1 ounce beef bouillon","DIRECTIONS:  Build vodka, juices, and beef bouillon into a

highball with ice.

 Sprinkle with celery salt."
TITLE:  FRENCH WENCH,"DESCRIPTION: There once was a wench from Par-ee. Who climbed on a
horse next to me. She said with a grin as I tickled her chin,
if you offer me drinks, I say “Oui.”

2 ounces red Dubonnet
Ginger ale","DIRECTIONS:  Pour Dubonnet in a highball glass with ice.
 Add ginger ale.
 Garnish with lime squeeze."
TITLE:  MONDAY MORNING,"DESCRIPTION: This little elixir takes the sting out of the first day of the
work week.

1 1/2 ounces Fernet Branca
1 1/2 ounces pineapple juice
Juice of 1 lime
Juice of 1 orange
Dash of absinthe","DIRECTIONS:  Fill cocktail shaker with ice.
 Add Fernet Branca, juices, and absinthe.
 Shake.
 Strain into a cocktail glass."
TITLE:  GREYHOUND,"DESCRIPTION: Go Greyhound. Leave the driving to someone else.

1 1/4 ounces vodka
Grapefruit juice","DIRECTIONS:  Fill highball glass with ice.
 Add vodka.
 Fill with grapefruit juice."
TITLE:  GODFATHER ,"DESCRIPTION: An offer no self-respecting swinger can refuse.

1 1/2 ounces scotch 
3/4 ounce amaretto","DIRECTIONS:  Fill old-fashioned glass with ice.
 Add scotch and amaretto."
TITLE:  TOM COLLINS,"DESCRIPTION: This drink is so good they named a glass after it.

2 to 2 1/2 ounces gin
1 to 2 teaspoons sugar
1/2 to 1 ounce lemon juice 
Iced club soda","DIRECTIONS:  Fill cocktail shaker with ice.
 Add gin, sugar, and lemon juice.
 Shake.
 Strain into a collins glass half-filled with ice.
 Add soda.
 Stir.
 Garnish with lemon slice and/or orange slice

and/or cherry. Serve with a straw."
TITLE:  JOHN COLLINS,"DESCRIPTION: Tom’s low-profile cousin.

Juice of 1/2 lemon 
1 teaspoon powdered sugar
2 ounces blended whiskey
Club Soda ","DIRECTIONS:  Fill cocktail shaker with ice.
 Add lemon, powdered sugar, and whiskey.
 Strain into a collins glass.
 Add several cubes of ice.
 Fill with club soda.
 Stir.
 Garnish with lemon slice and/or orange slice

and/or cherry. Serve with a straw."
TITLE:  VODKA COLLINS,"DESCRIPTION: The tipsy aunt Tom and John don’t talk about.

Juice of 1/2 lemon 
1 teaspoon powdered sugar
2 ounces vodka
Club Soda ","DIRECTIONS:  Fill cocktail shaker with ice.
 Add lemon, powdered sugar, and vodka.
 Strain into a collins glass.
 Add several cubes of ice.
 Fill with club soda.
 Stir.
 Garnish  with  lemon  slice  and/or  orange  slice

and/or cherry. Serve with a straw."
TITLE:  MINT JULEP,"DESCRIPTION: Quintessentially Southern. Consumed by many a Scarlett
awaiting her Rhett.

12 mint leaves on stem
6 mint leaves on stem
1 teaspoon sugar
2 teaspoons water
2 1/2 ounces 86- or 100-proof bourbon","DIRECTIONS:  Tear the 12 mint leaves partially while leaving

them on the stem.

 Place them in a silver julep mug or 12-ounce

glass with sugar and water.

 Muddle or stir until sugar is completely dissolved.
 Fill glass with cracked ice.
 Add bourbon.
 Stir until ice is partially dissolved.
 Add more ice to rim.
 Stir.
 Tear the remainder of the mint leaves to release

aroma and insert into ice with leaves on top."
TITLE:  WHITE RUSSIAN,"DESCRIPTION: The perfect nightcap to sip in an icy, abandoned dacha.

1 ounce coffee liqueur
2 ounces vodka
Milk or cream","DIRECTIONS:  Fill an old-fashioned glass with ice.
 Add coffee liqueur and vodka.
 Fill with milk or cream."
TITLE:  SIDECAR,"DESCRIPTION: Needless to say, this one is for passengers only.

Juice of 1/4 lemon
1 ounce triple sec
1 ounce brandy","DIRECTIONS:  Fill cocktail shaker with ice.
 Add lemon, triple sec, and brandy.
 Strain into cocktail glass."
TITLE:  MANHATTAN,"DESCRIPTION: Classic drink for a classic city.

1/4 ounce sweet vermouth
1 1/2 ounces blended whiskey","DIRECTIONS:  Fill cocktail shaker with ice.
 Add vermouth and whisky.
 Stir.
 Strain into cocktail glass.
 Serve with a cherry."
TITLE:  HARVEY WALLBANGER,"DESCRIPTION: Harvey is actually a pretty quiet guy—unless you forget to
bring his drink. Don’t test him.

1 ounce vodka
4 ounces orange juice
1/2 ounce Galliano ","DIRECTIONS:  Fill collins glass with ice.
 Add vodka and orange juice.
 Float Galliano on top."
TITLE:  GIBSON ,"DESCRIPTION: Fun Fact: This drink was named in honor of Charles Gib-
son, the  artist  who  created  the  famed  “Gibson  Girls”
images in the early 1900s.

2 ounces gin
1/4 ounce Rose’s lime juice (or 1/2 ounce fresh lime

juice for substitution) ","DIRECTIONS:  Fill a cocktail shaker with ice.
 Add gin and lime juice.
 Shake.
 Strain into chilled old-fashioned glass.
 Garnish with skewered cocktail onions."
TITLE:  PINK LADY,"DESCRIPTION: Preferred  cocktail  for  Rizzo, Frenchy, and  all  of  you  cool
chick wannabees. It’s the one that you want.

1 1/2 ounces dry gin
1 teaspoon sweet cream
1 teaspoon grenadine
1 egg white","DIRECTIONS:  Fill a cocktail shaker with ice.
 Add gin, sweet cream, grenadine, and egg white.
 Shake.
 Strain into a cocktail glass."
TITLE:  OLD FASHIONED,"DESCRIPTION: A flapper’s  favorite, this  one  gained  popularity  in 
Prohibition-era speakeasies.

1 sugar cube
Dash of Angostura bitters
1 teaspoon water
2 ounces blended whiskey","DIRECTIONS:  Add sugar cube, bitters, and water in old-fashioned

glass and muddle well.

 Add whiskey.
 Stir.
 Add a twist of lemon peel and ice cubes.
 Garnish with orange and lemon slices and a

cherry.

 Serve with a swizzle stick."
TITLE:  ROB ROY ,"DESCRIPTION: Named for a red-haired Scottish outlaw, renowned for his
daring prison breaks. Lift your glass and toast a true hero
of the Highlands.

3/4 ounce sweet vermouth
1 1/2 ounces scotch","DIRECTIONS:  Fill a cocktail shaker with ice.
 Add vermouth and scotch.
 Stir.
 Strain into a cocktail glass."
TITLE:  ABBEY COCKTAIL,"DESCRIPTION: Happy hour at the monastery.

1 1/2 ounces gin 
Juice of 1/4 orange
Dash orange bitters","DIRECTIONS:  Fill a cocktail shaker with ice.
 Add gin, orange juice, and bitters.
 Shake.
 Strain into cocktail glass.
 Garnish with a cherry."
TITLE:  WHISKEY SOUR,"DESCRIPTION: The Popeye of drinks. It am what it am.

1 ounce whiskey
2 ounces sour mix","DIRECTIONS:  Fill a cocktail shaker with ice.
 Add whiskey and sour mix.
 Shake.
 Strain into a sour glass.
 Garnish with a cherry."
TITLE:  BLACK RUSSIAN,"DESCRIPTION: Order one of these and kiss your troubles Do svidaniya.

1 1/2 ounces vodka 
3/4 ounce coffee liqueur","DIRECTIONS:  Fill an old-fashioned glass with ice cubes.
 Add vodka and coffee liqueur."
TITLE:  SAZERAC,"DESCRIPTION: Some  claim  this  was  truly  the  first  cocktail, made  by  a
West  Indian  apothecary  in  New  Orleans. New  Orleans,
birthplace of the cocktail? Go figure.

1/4 teaspoon absinthe
1/2 teaspoon sugar 
1/4 teaspoon bitters (Peychaud’s, if possible)
2 ounces bourbon","DIRECTIONS:  Swirl absinthe in a chilled old-fashioned glass

until coated.

 Add sugar, bitters, and one tablespoon water.
 Stir until sugar dissolves.
 Add large ice cube and bourbon.
 Stir.
 Garnish with a lemon peel."
TITLE:  GIMLET,"DESCRIPTION: A late  nineteenth  century concoction, the  gimlet  later
spawned the Kamikaze and the Cosmopolitan. Admire the
pedigree.

2 ounces gin
1/2 ounce Rose’s lime juice","DIRECTIONS:  Fill a cocktail shaker with ice.
 Add gin and lime juice.
 Stir extremely well.
 Strain into sugar-frosted rim chilled cocktail glass.
 Garnish with lime wedge."
TITLE:  GIN AND TONIC,"DESCRIPTION: Half price for those wearing seer-sucker.

2 ounces gin
Tonic water","DIRECTIONS:  Fill highball glass with ice.
 Add gin.
 Fill with tonic water.
 Stir.
 Garnish with lime slice."
TITLE:  SCREWDRIVER,"DESCRIPTION: Depending on which way you turn this one, you’ll either
get tight or get loose.

1 1/2 ounces vodka 
Orange juice","DIRECTIONS:  Fill highball glass with ice.
 Add vodka.
 Fill with orange juice.
 Stir."
TITLE:  CAIPIRINHA,"DESCRIPTION: Used to be Brazil’s best-kept secret but—luckily for us—
the cat is out of the bag.

2 to 3 lime wedges
Dash of sugar
3 ounces Brazilian rum
1/2 ounce sour mix","DIRECTIONS:  Mash lime wedges with sugar in cocktail shaker.
 Add ice, rum, and sour mix.
 Shake.
 Pour into highball glass.
 Garnish with lime wedge."
TITLE:  BRONX,"DESCRIPTION: Raise a glass to the birthplace of Rat Packer Joey Bishop.

1 ounce gin
1/2 ounce dry vermouth 
1/2 ounce sweet vermouth 
Juice of 1/4 orange","DIRECTIONS:  Fill cocktail shaker with ice.
 Add gin, vermouths, and juice.
 Shake.
 Strain into a cocktail glass."
TITLE:  RUM SWIZZLE,"DESCRIPTION: The most-treasured of all the pirate’s booty.

Juice of 1 lime
1 teaspoon powdered sugar
2 ounces club soda
2 dashes of Angostura bitters
2 ounces rum","DIRECTIONS:  Fill a collins glass with shaved ice.
 Add lime, powdered sugar, and club soda.
 Stir with a swizzle stick.
 Add bitters and rum.
 Fill with club soda.
 Serve with swizzle stick."
TITLE:  BLACK DEVIL,"DESCRIPTION: Sometimes, it’s all about the olive.

2 ounces light rum
1/2 ounce dry vermouth ","DIRECTIONS:  Fill cocktail shaker with ice.
 Add rum and vermouth.
 Stir.
 Strain into cocktail glass.
 Garnish with a black olive."
TITLE:  FRENCH RIVIERA,"DESCRIPTION: Take a liquid trip to the Cote d’Azur.

1 ounce rye whiskey
1/2 ounce apricot brandy 
1 teaspoon fresh lemon juice","DIRECTIONS:  Fill cocktail shaker with ice.
 Add whiskey, brandy, and lemon juice.
 Shake.
 Strain into a cocktail glass.
 Garnish with a cherry."
TITLE:  GORDON COCKTAIL,"DESCRIPTION: Flash  Gordon?  Jeff  Gordon?  Commissioner  Gordon?  Gor-
don Sumner? All we know is, this one’s our favorite.

2 ounces Gordon’s gin
1/2 ounce sherry","DIRECTIONS:  Fill cocktail shaker with ice.
 Add gin and sherry.
 Stir.
 Strain into a cocktail glass."
TITLE:  HONEY BEE,"DESCRIPTION: A little bit o’ honey in every sip.

1/2 ounce honey 
2 1/2 ounces dark rum 
1/2 ounce lemon juice ","DIRECTIONS:  Fill cocktail shaker with ice.
 Add honey, rum, and lemon juice.
 Shake.
 Strain into cocktail glass."
TITLE:  LONDON FOG,"DESCRIPTION: Elementary, my dear Watson. We order another round.

1 ounce white crème de menthe
1 ounce anisette
Dash of Angostura bitters","DIRECTIONS:  Fill cocktail shaker with ice.
 Add crème de menthe, anisette, and bitters.
 Shake.
 Strain into a cocktail glass."
"TITLE:  INTERNATIONAL 

COCKTAIL","DESCRIPTION: Quick! Call the U.N.

1 1/2 ounces cognac 
splash of vodka
splash of anisette
1/3 ounce Cointreau","DIRECTIONS:  Fill cocktail shaker with ice.
 Add cognac, vodka, anisette, and Cointreau.
 Shake.
 Strain into a cocktail glass."
TITLE:  ORANGE BLOSSOM,"DESCRIPTION: Fragrant, timeless, and  truly  special. Mix  it  for  your
favorite flower.

1 ounce gin
1/2 ounce triple sec 
1 1/2 ounces orange juice ","DIRECTIONS:  Fill cocktail shaker with ice.
 Add gin, triple sec, and orange juice.
 Shake.
 Strain into a cocktail glass."
TITLE:  STINGER,"DESCRIPTION: Ouch! That’s going to leave a mark.

1 1/2 ounces brandy 
1/2 ounce white crème de menthe ","DIRECTIONS:  Fill cocktail shaker with ice.
 Add brandy and crème de menthe.
 Stir.
 Strain into a chilled cocktail glass."
TITLE:  NEGRONI,"DESCRIPTION: Camillo Negroni of Florence never wavered from this aper-
itif. Why should you?

1 ounce gin
1 ounce Campari
1 ounce sweet vermouth","DIRECTIONS:  Fill cocktail shaker with ice.
 Add gin, Campari, and vermouth.
 Stir.
 Strain into a chilled cocktail glass.
 Garnish with a twist of lemon."
TITLE:  ALEXANDER,"DESCRIPTION: Patriarch of the proud Alexander family of cocktails.

1 ounce crème de cacao
1 ounce gin
1 ounce heavy cream","DIRECTIONS:  Fill cocktail shaker with ice.
 Add crème de cacao, gin, and cream.
 Shake.
 Strain into a chilled cocktail glass.
 Garnish with nutmeg."
TITLE:  GIN RICKEY,"DESCRIPTION: Rickey, don’t lose this recipe. You don’t want to drink noth-
ing else.

1 1/2 ounces gin 
Juice of 1/2 lime 
Club soda","DIRECTIONS:  Fill highball glass with ice.
 Add gin and lime.
 Fill with club soda."
